longitude,latitude,Province,City / Town
-81.0375,46.4297,Ontario,Greater Sudbury
-81.1125,46.4297,Ontario,Greater Sudbury
-80.9125,46.4453,Ontario,Greater Sudbury
-80.7376,46.5234,Ontario,Greater Sudbury
-81.1125,46.414,Ontario,Greater Sudbury
-80.6625,46.4297,Ontario,Greater Sudbury
-80.9875,46.5391,Ontario,Greater Sudbury
-80.9375,46.5547,Ontario,Greater Sudbury
-94.0313,50.1365,Ontario,Red Lake
-94.5284,49.9709,Ontario,Red Lake
-93.8742,50.0425,Ontario,Ear Falls
-94.4743,50.1191,Ontario,Red Lake
-94.2139,50.1653,Ontario,Red Lake
-94.0203,50.41,Ontario,Red Lake
-94.5244,50.2435,Ontario,Red Lake
-84.0375,46.4453,Ontario,Sault Ste. Marie
-83.9124,47.1328,Ontario,Sault Ste. Marie
-84.1875,46.5547,Ontario,Sault Ste. Marie
-83.7125,46.7422,Ontario,Thessalon
-83.7875,46.5391,Ontario,Thessalon
-84.3125,47.164,Ontario,Sault Ste. Marie
-84.3125,46.664,Ontario,Sault Ste. Marie
-84.4124,46.9297,Ontario,Sault Ste. Marie
-83.7125,46.4609,Ontario,Thessalon
-84.3276,46.7803,Ontario,Sault Ste. Marie
-83.9099,47.2965,Ontario,Sault Ste. Marie
-84.1445,46.7759,Ontario,Sault Ste. Marie
-83.5339,47.1794,Ontario,Thessalon
-83.737,47.0218,Ontario,Sault Ste. Marie
-83.8102,46.912,Ontario,Sault Ste. Marie
-84.2326,46.589,Ontario,Sault Ste. Marie
-83.7255,46.536,Ontario,Thessalon
-83.6726,47.0503,Ontario,Thessalon
-84.3646,47.0961,Ontario,Sault Ste. Marie
-83.6428,46.979,Ontario,Thessalon
-83.9281,46.423,Ontario,Thessalon
-84.0253,46.7998,Ontario,Sault Ste. Marie
-83.8572,47.0548,Ontario,Sault Ste. Marie
-83.4336,46.2771,Ontario,Thessalon
-83.3746,46.4134,Ontario,Thessalon
-83.8753,47.292,Ontario,Sault Ste. Marie
-84.1707,47.0996,Ontario,Sault Ste. Marie
-83.4997,46.3027,Ontario,Thessalon
-84.0449,46.4403,Ontario,Sault Ste. Marie
-82.955,46.3223,Ontario,Elliot Lake
-82.5627,46.6883,Ontario,Elliot Lake
-79.4875,46.6484,Ontario,North Bay
-79.6626,46.0234,Ontario,Powassan
-79.3625,46.1172,Ontario,Powassan
-79.8125,46.7266,Ontario,North Bay
-79.3124,46.3828,Ontario,North Bay
-79.1625,46.3047,Ontario,North Bay
-79.9375,46.3203,Ontario,North Bay
-79.3376,46.2109,Ontario,North Bay
-80.1125,46.1328,Ontario,North Bay
-80.1125,46.3828,Ontario,North Bay
-78.7625,46.2891,Ontario,Mattawa
-80.1375,46.5547,Ontario,North Bay
-80.1124,46.0547,Ontario,North Bay
-79.1374,46.3359,Ontario,North Bay
-78.7016,46.3024,Ontario,Mattawa
-79.2039,46.4284,Ontario,North Bay
-79.5059,46.3338,Ontario,North Bay
-79.4736,46.0903,Ontario,Powassan
-80.2875,47.2109,Ontario,Temiskaming Shores
-79.8375,47.5703,Ontario,Temiskaming Shores
-80.2125,46.8515,Ontario,Temiskaming Shores
-79.7625,47.3672,Ontario,Temiskaming Shores
-80.4125,47.0703,Ontario,Temiskaming Shores
-80.2625,47.1797,Ontario,Temiskaming Shores
-80.5505,47.2786,Ontario,Temiskaming Shores
-80.4442,47.3231,Ontario,Temiskaming Shores
-80.0943,47.0428,Ontario,Temiskaming Shores
-80.1134,47.321,Ontario,Temiskaming Shores
-80.1437,47.0873,Ontario,Temiskaming Shores
-80.0038,46.8162,Ontario,North Bay
-80.0931,46.9609,Ontario,Temiskaming Shores
-79.921,47.0224,Ontario,Temiskaming Shores
-80.1053,47.015,Ontario,Temiskaming Shores
-80.2611,47.1691,Ontario,Temiskaming Shores
-80.0423,46.8615,Ontario,Temiskaming Shores
-79.8204,47.1069,Ontario,Temiskaming Shores
-80.3961,47.4803,Ontario,Englehart
-82.9625,46.3829,Ontario,Elliot Lake
-82.5375,46.4297,Ontario,Elliot Lake
-82.6875,46.961,Ontario,Elliot Lake
-83.1375,47.039,Ontario,Elliot Lake
-83.3625,46.9922,Ontario,Thessalon
-83.3875,46.9297,Ontario,Thessalon
-83.4125,47.0547,Ontario,Thessalon
-82.5125,46.2891,Ontario,Elliot Lake
-82.7125,46.2109,Ontario,Elliot Lake
-83.0126,47.1953,Ontario,Elliot Lake
-82.9125,46.8516,Ontario,Elliot Lake
-83.3625,46.461,Ontario,Thessalon
-83.3875,46.4766,Ontario,Thessalon
-83.2626,46.8828,Ontario,Thessalon
-80.6125,48.0234,Ontario,Kirkland Lake
-80.1625,47.9609,Ontario,Kirkland Lake
-81.0625,47.8359,Ontario,Timmins
-80.6126,47.5547,Ontario,Englehart
-79.7625,47.8047,Ontario,Englehart
-80.3125,48.5391,Ontario,Iroquois Falls
-80.8625,47.6328,Ontario,Timmins
-80.1875,48.0704,Ontario,Kirkland Lake
-79.5625,48.1797,Ontario,Englehart
-80.5875,47.6641,Ontario,Kirkland Lake
-79.3625,46.2266,Ontario,North Bay
-79.1375,46.2578,Ontario,Powassan
-79.4875,46.039,Ontario,Powassan
-80.1375,46.4765,Ontario,North Bay
-79.8126,45.9453,Ontario,South River
-79.1125,46.3203,Ontario,North Bay
-78.9374,46.1015,Ontario,Mattawa
-79.8375,45.9141,Ontario,South River
-80.1125,46.2109,Ontario,North Bay
-80.2626,46.2266,Ontario,Greater Sudbury
-78.9875,46.2734,Ontario,Mattawa
-79.2125,46.2422,Ontario,Powassan
-80.2598,48.2038,Ontario,Kirkland Lake
-80.1176,47.8609,Ontario,Englehart
-80.7852,48.08,Ontario,Timmins
-79.7117,48.055,Ontario,Englehart
-79.9216,47.6433,Ontario,Englehart
-79.9697,47.9047,Ontario,Englehart
-79.5632,48.3277,Ontario,Kirkland Lake
-79.5762,48.3458,Ontario,Kirkland Lake
-79.6741,47.6902,Ontario,Temiskaming Shores
-79.9765,47.9002,Ontario,Englehart
-80.2526,48.2353,Ontario,Kirkland Lake
-80.8472,47.5538,Ontario,Kirkland Lake
-94.7073,50.339,Ontario,Red Lake
-94.5019,50.3769,Ontario,Red Lake
-94.6508,50.3308,Ontario,Red Lake
-94.5522,50.0209,Ontario,Red Lake
-87.1125,50.4453,Ontario,Greenstone
-86.3625,49.8515,Ontario,Greenstone
-87.0625,50.1953,Ontario,Greenstone
-88.5972,51.3203,Ontario,Greenstone
-86.5874,49.5703,Ontario,Greenstone
-86.5375,49.3984,Ontario,Marathon
-87.5139,51.0703,Ontario,Greenstone
-87.2361,52.8516,Ontario,Greenstone
-88.4028,51.3984,Ontario,Greenstone
-85.9305,51.6328,Ontario,Greenstone
-87.2875,49.3047,Ontario,Greenstone
-85.4125,49.7734,Ontario,Hornepayne
-86.9875,49.3047,Ontario,Greenstone
-86.5375,49.3047,Ontario,Marathon
-86.9125,49.7265,Ontario,Greenstone
-85.9305,51.6328,Ontario,Greenstone
-87.8749,51.7578,Ontario,Greenstone
-85.9305,51.6641,Ontario,Greenstone
-86.6625,50.2421,Ontario,Greenstone
-85.9028,51.6328,Ontario,Greenstone
-86.2125,50.1172,Ontario,Greenstone
-86.8625,50.3672,Ontario,Greenstone
-88.625,51.5234,Ontario,Greenstone
-87.0625,50.1016,Ontario,Greenstone
-86.9625,49.7579,Ontario,Greenstone
-85.9027,51.6172,Ontario,Greenstone
-86.8376,50.586,Ontario,Greenstone
-87.2125,50.2422,Ontario,Greenstone
-87.7083,51.4765,Ontario,Greenstone
-87.5139,52.1953,Ontario,Greenstone
-87.2875,49.6797,Ontario,Greenstone
-88.7084,51.8516,Ontario,Greenstone
-86.9855,51.9387,Ontario,Greenstone
-87.2622,49.4653,Ontario,Greenstone
-87.3723,52.972,Ontario,Greenstone
-87.6155,51.2087,Ontario,Greenstone
-87.2569,51.0662,Ontario,Greenstone
-86.5118,49.9863,Ontario,Greenstone
-87.1502,53.341,Ontario,Greenstone
-88.334,51.3017,Ontario,Greenstone
-85.9167,51.619,Ontario,Greenstone
-88.3092,51.9404,Ontario,Greenstone
-87.2874,53.6374,Ontario,Greenstone
-86.7245,49.3664,Ontario,Greenstone
-86.7932,52.6218,Ontario,Greenstone
-86.116,50.2717,Ontario,Greenstone
-86.8769,50.6824,Ontario,Greenstone
-87.9087,51.5575,Ontario,Greenstone
-85.9596,51.6374,Ontario,Greenstone
-87.1388,50.2462,Ontario,Greenstone
-87.3722,52.963,Ontario,Greenstone
-87.1803,49.7083,Ontario,Greenstone
-87.3723,52.981,Ontario,Greenstone
-88.0494,51.4035,Ontario,Greenstone
-90.8875,50.6953,Ontario,Atikokan
-91.3876,50.3828,Ontario,Dryden
-91.5125,50.5078,Ontario,Dryden
-91.8876,50.4922,Ontario,Dryden
-92.1624,50.0859,Ontario,Dryden
-90.2084,51.4609,Ontario,Dryden
-90.1875,50.6328,Ontario,Atikokan
-90.5138,51.7422,Ontario,Ear Falls
-92.0125,50.3359,Ontario,Dryden
-90.8625,50.6172,Ontario,Atikokan
-90.8624,50.6484,Ontario,Atikokan
-90.2084,51.2266,Ontario,Atikokan
-92.1875,50.1172,Ontario,Dryden
-91.9584,51.2109,Ontario,Ear Falls
-91.4125,50.664,Ontario,Dryden
-91.8194,51.7266,Ontario,Ear Falls
-92.1624,50.0859,Ontario,Dryden
-90.5125,50.3047,Ontario,Atikokan
-91.8472,51.7266,Ontario,Ear Falls
-90.2083,51.1953,Ontario,Atikokan
-90.1126,50.8047,Ontario,Atikokan
-89.8194,53.0703,Ontario,Ear Falls
-92.1376,50.1016,Ontario,Dryden
-92.1625,50.1172,Ontario,Dryden
-89.4583,52.0234,Ontario,Greenstone
-91.7875,50.5859,Ontario,Dryden
-90.2084,51.1797,Ontario,Atikokan
-92.2126,50.2266,Ontario,Dryden
-89.9583,51.3359,Ontario,Thunder Bay
-90.2083,51.211,Ontario,Atikokan
-92.2124,50.1484,Ontario,Dryden
-91.5624,50.5859,Ontario,Dryden
-92.1125,50.3203,Ontario,Dryden
-92.1333,50.092,Ontario,Dryden
-92.2535,50.4526,Ontario,Dryden
-87.6125,49.7891,Ontario,Greenstone
-87.6875,50.4609,Ontario,Greenstone
-88.3125,49.0391,Ontario,Thunder Bay
-87.9375,49.0547,Ontario,Greenstone
-88.2126,49.0234,Ontario,Thunder Bay
-88.1126,49.414,Ontario,Greenstone
-88.2625,48.9922,Ontario,Thunder Bay
-87.7625,49.7266,Ontario,Greenstone
-87.6875,49.1328,Ontario,Greenstone
-88.5125,49.0234,Ontario,Thunder Bay
-88.0625,50.4922,Ontario,Greenstone
-88.6875,49.1172,Ontario,Thunder Bay
-88.1126,49.4453,Ontario,Greenstone
-87.6875,50.4922,Ontario,Greenstone
-88.1626,50.0859,Ontario,Greenstone
-87.5876,50.1484,Ontario,Greenstone
-87.5875,50.0547,Ontario,Greenstone
-88.1125,49.4297,Ontario,Greenstone
-88.2126,49.0234,Ontario,Thunder Bay
-87.9012,48.9404,Ontario,Greenstone
-88.896,49.2432,Ontario,Thunder Bay
-88.521,49.1138,Ontario,Thunder Bay
-87.7795,48.9251,Ontario,Greenstone
-88.0438,49.0336,Ontario,Greenstone
-88.9848,49.4036,Ontario,Thunder Bay
-88.209,48.6191,Ontario,Thunder Bay
-88.1309,49.4331,Ontario,Greenstone
-86.3151,49.7892,Ontario,Greenstone
-86.1747,50.4476,Ontario,Greenstone
-88.4256,51.7097,Ontario,Greenstone
-87.2414,52.2037,Ontario,Greenstone
-88.1094,49.4558,Ontario,Greenstone
-88.856,49.2033,Ontario,Thunder Bay
-86.811,50.1715,Ontario,Greenstone
-87.9052,51.0135,Ontario,Greenstone
-87.7936,49.4674,Ontario,Greenstone
-85.7712,49.7604,Ontario,Hornepayne
-86.1239,51.7331,Ontario,Greenstone
-87.9118,49.8893,Ontario,Greenstone
-91.6624,49.7891,Ontario,Atikokan
-90.5874,49.5547,Ontario,Atikokan
-91.2875,49.539,Ontario,Atikokan
-92.1625,49.414,Ontario,Dryden
-91.0375,49.4453,Ontario,Atikokan
-91.0125,49.3984,Ontario,Atikokan
-91.6125,49.7265,Ontario,Atikokan
-91.5613,49.6303,Ontario,Atikokan
-91.2904,49.8911,Ontario,Atikokan
-91.6371,49.3946,Ontario,Atikokan
-90.8273,49.8176,Ontario,Atikokan
-91.6763,49.4221,Ontario,Atikokan
-92.0022,49.6682,Ontario,Dryden
-90.6148,50.0959,Ontario,Atikokan
-91.0053,50.0178,Ontario,Atikokan
-93.4625,49.5234,Ontario,Dryden
-93.8624,49.8203,Ontario,Ear Falls
-91.7875,49.8203,Ontario,Dryden
-90.9375,50.1016,Ontario,Atikokan
-91.2805,50.0915,Ontario,Atikokan
-91.6916,49.881,Ontario,Dryden
-92.1375,48.7422,Ontario,Atikokan
-91.7625,48.8984,Ontario,Atikokan
-91.2875,49.039,Ontario,Atikokan
-92.2125,49.164,Ontario,Atikokan
-91.4625,49.0078,Ontario,Atikokan
-91.0375,48.7891,Ontario,Atikokan
-91.9125,49.0234,Ontario,Atikokan
-91.2124,48.7579,Ontario,Atikokan
-90.9875,48.7422,Ontario,Atikokan
-91.1125,48.1953,Ontario,Atikokan
-92.0626,48.7578,Ontario,Atikokan
-91.9625,48.8046,Ontario,Atikokan
-91.6375,48.4921,Ontario,Atikokan
-91.1625,48.6953,Ontario,Atikokan
-91.3125,49.1016,Ontario,Atikokan
-91.6874,49.1016,Ontario,Atikokan
-91.2625,48.6484,Ontario,Atikokan
-94.1122,50.4883,Ontario,Red Lake
-93.8333,49.692,Ontario,Dryden
-94.0871,50.0704,Ontario,Red Lake
-93.9588,50.1524,Ontario,Ear Falls
-94.6584,50.2642,Ontario,Red Lake
-93.9967,50.1584,Ontario,Red Lake
-94.009,50.143,Ontario,Red Lake
-94.597,50.3595,Ontario,Red Lake
-94.0049,50.1493,Ontario,Red Lake
-93.9519,50.1543,Ontario,Ear Falls
-93.8464,49.7324,Ontario,Ear Falls
-94.2049,50.0314,Ontario,Red Lake
-91.7625,49.1015,Ontario,Atikokan
-92.0625,48.5547,Ontario,Atikokan
-91.8374,48.3828,Ontario,Atikokan
-91.2126,48.8047,Ontario,Atikokan
-92.0625,48.789,Ontario,Atikokan
-91.6125,48.6797,Ontario,Atikokan
-91.5625,48.5391,Ontario,Atikokan
-90.995,48.5396,Ontario,Atikokan
-91.7574,48.3884,Ontario,Atikokan
-92.1114,48.9944,Ontario,Atikokan
-91.9761,48.9304,Ontario,Atikokan
-91.916,49.1817,Ontario,Atikokan
-91.1646,49.0912,Ontario,Atikokan
-91.139,48.677,Ontario,Atikokan
-91.2501,48.6067,Ontario,Atikokan
-90.9715,49.124,Ontario,Atikokan
-92.1287,48.7877,Ontario,Atikokan
-91.5471,48.6559,Ontario,Atikokan
-91.4773,48.7179,Ontario,Atikokan
-91.0346,48.2164,Ontario,Atikokan
-92.0303,48.9488,Ontario,Atikokan
-91.2775,48.5982,Ontario,Atikokan
-91.4176,48.8881,Ontario,Atikokan
-91.4034,48.9059,Ontario,Atikokan
-93.0083,49.4431,Ontario,Dryden
-92.9375,49.211,Ontario,Dryden
-93.2625,49.1016,Ontario,Fort Frances
-93.2125,49.1484,Ontario,Fort Frances
-93.0626,48.8516,Ontario,Fort Frances
-93.1875,49.1015,Ontario,Fort Frances
-93.1875,48.6953,Ontario,Fort Frances
-93.3125,49.2734,Ontario,Fort Frances
-92.8375,48.8516,Ontario,Fort Frances
-92.4624,48.7578,Ontario,Atikokan
-92.8375,49.1953,Ontario,Dryden
-93.0125,49.0859,Ontario,Fort Frances
-93.1626,49.0859,Ontario,Fort Frances
-92.3874,48.7265,Ontario,Atikokan
-92.8875,49.3046,Ontario,Dryden
-92.9625,49.2422,Ontario,Dryden
-92.9625,49.289,Ontario,Dryden
-80.9125,46.5078,Ontario,Greater Sudbury
-80.9875,46.3984,Ontario,Greater Sudbury
-80.9625,46.5703,Ontario,Greater Sudbury
-80.8375,46.6641,Ontario,Greater Sudbury
-81.8125,46.9922,Ontario,Rayside-Balfour
-81.5875,46.0391,Ontario,Espanola
-81.3875,46.9765,Ontario,Rayside-Balfour
-80.8875,46.3985,Ontario,Greater Sudbury
-81.0125,46.4453,Ontario,Greater Sudbury
-80.9375,46.4296,Ontario,Greater Sudbury
-81.0625,46.5234,Ontario,Greater Sudbury
-81.0125,46.4297,Ontario,Greater Sudbury
-80.8375,46.6172,Ontario,Greater Sudbury
-81.3125,46.086,Ontario,Espanola
-80.8875,46.5235,Ontario,Greater Sudbury
-81.3375,46.4922,Ontario,Rayside-Balfour
-80.5125,46.3047,Ontario,Greater Sudbury
-80.8375,46.6172,Ontario,Greater Sudbury
-80.7375,46.5078,Ontario,Greater Sudbury
-81.5874,46.7735,Ontario,Rayside-Balfour
-80.9625,46.8359,Ontario,Rayside-Balfour
-80.9375,46.5391,Ontario,Greater Sudbury
-80.6874,46.5078,Ontario,Greater Sudbury
-80.8625,46.539,Ontario,Greater Sudbury
-80.4124,46.0703,Ontario,Greater Sudbury
-81.1875,46.1484,Ontario,Greater Sudbury
-80.5375,46.0859,Ontario,Greater Sudbury
-80.9125,46.4297,Ontario,Greater Sudbury
-80.6875,46.4297,Ontario,Greater Sudbury
-80.4874,46.3203,Ontario,Greater Sudbury
-81.0875,46.5391,Ontario,Greater Sudbury
-80.5875,46.039,Ontario,Greater Sudbury
-80.7875,46.4922,Ontario,Greater Sudbury
-81.2125,46.3984,Ontario,Rayside-Balfour
-80.9625,46.4141,Ontario,Greater Sudbury
-80.3125,46.211,Ontario,Greater Sudbury
-80.8875,46.4453,Ontario,Greater Sudbury
-80.9125,46.6797,Ontario,Greater Sudbury
-81.0625,46.5391,Ontario,Greater Sudbury
-81.5875,46.6016,Ontario,Rayside-Balfour
-80.4874,46.4453,Ontario,Greater Sudbury
-80.9375,46.5391,Ontario,Greater Sudbury
-81.0376,46.5391,Ontario,Greater Sudbury
-81.2875,46.8984,Ontario,Rayside-Balfour
-81.5624,46.5234,Ontario,Espanola
-80.5625,46.2422,Ontario,Greater Sudbury
-80.6125,46.961,Ontario,Greater Sudbury
-80.8125,46.6172,Ontario,Greater Sudbury
-84.7625,47.5078,Ontario,Sault Ste. Marie
-84.0126,47.5078,Ontario,Sault Ste. Marie
-84.6125,47.4766,Ontario,Sault Ste. Marie
-84.8376,47.8828,Ontario,Hornepayne
-84.5125,47.7578,Ontario,Sault Ste. Marie
-84.2626,47.5078,Ontario,Sault Ste. Marie
-84.5124,48.1172,Ontario,Hornepayne
-84.6625,48.086,Ontario,Hornepayne
-84.6626,48.1015,Ontario,Hornepayne
-84.6874,48.0859,Ontario,Hornepayne
-84.7625,48.0391,Ontario,Hornepayne
-84.7625,48.0078,Ontario,Hornepayne
-84.5375,47.8672,Ontario,Sault Ste. Marie
-84.3874,48.4453,Ontario,Hornepayne
-83.8375,48.6953,Ontario,Hearst
-84.2124,48.3515,Ontario,Hornepayne
-84.8125,47.6328,Ontario,Sault Ste. Marie
-85.6874,48.664,Ontario,Marathon
-84.3875,48.539,Ontario,Hornepayne
-84.7125,48.4766,Ontario,Hornepayne
-85.3125,48.6016,Ontario,Hornepayne
-84.4376,48.6797,Ontario,Hornepayne
-85.3125,48.6016,Ontario,Hornepayne
-84.8375,47.9922,Ontario,Hornepayne
-84.3375,47.8828,Ontario,Sault Ste. Marie
-85.2875,48.5703,Ontario,Hornepayne
-84.7177,48.0756,Ontario,Hornepayne
-84.5974,48.0641,Ontario,Hornepayne
-84.1924,48.3519,Ontario,Hornepayne
-84.1238,47.8913,Ontario,Sault Ste. Marie
-85.4581,48.4568,Ontario,Marathon
-84.9229,48.3134,Ontario,Hornepayne
-84.8441,47.943,Ontario,Hornepayne
-84.1366,47.4146,Ontario,Sault Ste. Marie
-84.8277,48.0147,Ontario,Hornepayne
-84.605,48.4782,Ontario,Hornepayne
-80.8125,46.3828,Ontario,Greater Sudbury
-80.6625,46.4453,Ontario,Greater Sudbury
-80.5875,46.3672,Ontario,Greater Sudbury
-81.4625,46.0547,Ontario,Espanola
-81.4624,46.5078,Ontario,Rayside-Balfour
-80.6625,46.1016,Ontario,Greater Sudbury
-81.5626,46.711,Ontario,Rayside-Balfour
-80.9375,46.5703,Ontario,Greater Sudbury
-80.7625,46.4921,Ontario,Greater Sudbury
-80.8874,46.3516,Ontario,Greater Sudbury
-80.3125,46.211,Ontario,Greater Sudbury
-80.8875,46.539,Ontario,Greater Sudbury
-80.8125,46.7422,Ontario,Greater Sudbury
-80.8375,46.4141,Ontario,Greater Sudbury
-81.0375,46.4297,Ontario,Greater Sudbury
-80.8875,46.664,Ontario,Greater Sudbury
-80.9875,46.4453,Ontario,Greater Sudbury
-80.9125,46.5547,Ontario,Greater Sudbury
-80.5875,46.1016,Ontario,Greater Sudbury
-81.2862,46.3972,Ontario,Rayside-Balfour
-80.8956,46.5595,Ontario,Greater Sudbury
-81.2349,46.5683,Ontario,Rayside-Balfour
-80.6329,46.8199,Ontario,Greater Sudbury
-80.444,46.0722,Ontario,Greater Sudbury
-81.0521,46.4245,Ontario,Greater Sudbury
-81.4056,46.7208,Ontario,Rayside-Balfour
-80.9095,46.0825,Ontario,Greater Sudbury
-80.6196,46.8469,Ontario,Greater Sudbury
-80.6315,47.0359,Ontario,Greater Sudbury
-81.6156,46.7739,Ontario,Rayside-Balfour
-80.8305,46.5234,Ontario,Greater Sudbury
-80.7923,46.2894,Ontario,Greater Sudbury
-81.6712,47.0345,Ontario,Rayside-Balfour
-80.6703,51.2728,Ontario,Iroquois Falls
-82.4583,52.9141,Ontario,Hearst
-84.0139,52.8828,Ontario,Hearst
-81.1806,51.5547,Ontario,Kapuskasing
-81.5125,49.1797,Ontario,Timmins
-80.5875,49.0704,Ontario,Iroquois Falls
-81.1124,49.1484,Ontario,Iroquois Falls
-81.5125,49.6484,Ontario,Kapuskasing
-81.0376,49.1328,Ontario,Iroquois Falls
-81.0125,49.0859,Ontario,Iroquois Falls
-81.3625,49.1797,Ontario,Timmins
-84.0586,48.0966,Ontario,Hornepayne
-84.7667,52.2942,Ontario,Hearst
-80.6304,49.0602,Ontario,Iroquois Falls
-81.2674,49.1549,Ontario,Timmins
-80.8773,48.8629,Ontario,Iroquois Falls
-79.7288,48.1767,Ontario,Kirkland Lake
-79.9837,48.2152,Ontario,Kirkland Lake
-79.9473,48.0169,Ontario,Kirkland Lake
-80.0481,48.3687,Ontario,Kirkland Lake
-79.9803,48.5183,Ontario,Kirkland Lake
-80.1314,48.2344,Ontario,Kirkland Lake
-80.0447,47.4644,Ontario,Temiskaming Shores
-80.4286,47.539,Ontario,Englehart
-79.5125,46.1172,Ontario,Powassan
-79.2376,46.2891,Ontario,North Bay
-80.3125,46.7735,Ontario,Greater Sudbury
-79.2125,46.2422,Ontario,Powassan
-80.4186,46.6345,Ontario,Greater Sudbury
-80.9542,46.726,Ontario,Greater Sudbury
-80.7597,46.3208,Ontario,Greater Sudbury
-81.4032,46.3878,Ontario,Rayside-Balfour
-80.7819,46.6115,Ontario,Greater Sudbury
-80.75,47.0245,Ontario,Greater Sudbury
-80.7806,46.6178,Ontario,Greater Sudbury
-80.78,46.4396,Ontario,Greater Sudbury
-81.8702,46.7227,Ontario,Espanola
-80.844,46.3524,Ontario,Greater Sudbury
-81.6035,46.2762,Ontario,Espanola
-80.8894,46.4019,Ontario,Greater Sudbury
-80.8629,46.5999,Ontario,Greater Sudbury
-81.6637,46.3191,Ontario,Espanola
-81.0336,46.1995,Ontario,Greater Sudbury
-82.2024,46.9536,Ontario,Elliot Lake
-81.5034,46.6889,Ontario,Rayside-Balfour
-80.8629,46.5783,Ontario,Greater Sudbury
-81.7907,46.8393,Ontario,Espanola
-81.3807,45.9693,Ontario,Espanola
-81.9774,46.2853,Ontario,Espanola
-80.8766,46.8726,Ontario,Greater Sudbury
-81.9651,46.1729,Ontario,Little Current
-81.1557,46.2831,Ontario,Greater Sudbury
-81.2589,46.6996,Ontario,Rayside-Balfour
-82.01,47.0635,Ontario,Espanola
-81.0711,46.0681,Ontario,Greater Sudbury
-80.7897,46.6187,Ontario,Greater Sudbury
-80.9071,46.7043,Ontario,Greater Sudbury
-81.5402,46.0407,Ontario,Espanola
-80.42,47.116,Ontario,Temiskaming Shores
-82.2625,48.1797,Ontario,Timmins
-82.2375,48.1797,Ontario,Timmins
-82.2637,48.1453,Ontario,Timmins
-81.6375,47.4922,Ontario,Rayside-Balfour
-81.7875,47.2265,Ontario,Rayside-Balfour
-81.2125,47.6797,Ontario,Timmins
-81.9375,47.961,Ontario,Timmins
-81.8875,47.5547,Ontario,Timmins
-81.4125,47.4922,Ontario,Rayside-Balfour
-81.8875,47.4766,Ontario,Rayside-Balfour
-81.9124,47.5391,Ontario,Timmins
-81.7126,47.9765,Ontario,Timmins
-81.8375,47.5078,Ontario,Timmins
-81.8375,47.2891,Ontario,Rayside-Balfour
-81.9625,48.0234,Ontario,Timmins
-81.9625,47.6953,Ontario,Timmins
-81.9371,47.9325,Ontario,Timmins
-82.0758,47.5173,Ontario,Timmins
-81.6102,47.4488,Ontario,Rayside-Balfour
-81.8397,47.6993,Ontario,Timmins
-81.6772,47.5024,Ontario,Rayside-Balfour
-81.9371,47.9325,Ontario,Timmins
-80.5874,48.2109,Ontario,Kirkland Lake
-81.0803,47.9363,Ontario,Timmins
-81.4625,48.5235,Ontario,Timmins
-81.2875,48.3047,Ontario,Timmins
-81.7625,48.2577,Ontario,Timmins
-80.9624,48.5859,Ontario,Iroquois Falls
-81.3374,48.4141,Ontario,Timmins
-81.6375,48.5703,Ontario,Timmins
-80.7876,48.3828,Ontario,Iroquois Falls
-80.8625,48.586,Ontario,Iroquois Falls
-80.8875,48.6172,Ontario,Iroquois Falls
-81.5625,48.3828,Ontario,Timmins
-81.0136,48.5751,Ontario,Timmins
-81.3378,48.4126,Ontario,Timmins
-80.6903,48.2328,Ontario,Iroquois Falls
-81.4757,47.2515,Ontario,Rayside-Balfour
-80.7674,46.0463,Ontario,Greater Sudbury
-81.656,46.8636,Ontario,Rayside-Balfour
-80.8047,46.4514,Ontario,Greater Sudbury
-80.4354,46.9091,Ontario,Greater Sudbury
-81.6582,47.0436,Ontario,Rayside-Balfour
-80.843,46.7304,Ontario,Greater Sudbury
-81.078,46.3705,Ontario,Greater Sudbury
-80.8695,46.5775,Ontario,Greater Sudbury
-81.4036,46.4508,Ontario,Rayside-Balfour
-80.7786,46.4693,Ontario,Greater Sudbury
-81.2219,46.5953,Ontario,Rayside-Balfour
-80.8564,46.5774,Ontario,Greater Sudbury
-80.7801,46.0823,Ontario,Greater Sudbury
-80.9349,46.4605,Ontario,Greater Sudbury
-80.5813,46.7208,Ontario,Greater Sudbury
-81.5754,46.6841,Ontario,Rayside-Balfour
-80.313,46.2065,Ontario,Greater Sudbury
-80.5994,46.0368,Ontario,Greater Sudbury
-80.831,46.3794,Ontario,Greater Sudbury
-80.8826,46.5505,Ontario,Greater Sudbury
-80.636,46.37,Ontario,Greater Sudbury
-80.9218,46.4875,Ontario,Greater Sudbury
-80.7524,46.4963,Ontario,Greater Sudbury
-81.4008,46.0638,Ontario,Espanola
-80.533,46.2436,Ontario,Greater Sudbury
-81.2617,46.7122,Ontario,Rayside-Balfour
-81.3904,46.4149,Ontario,Rayside-Balfour
-80.426,46.5581,Ontario,Greater Sudbury
-80.5654,47.0627,Ontario,Greater Sudbury
-81.1574,46.8474,Ontario,Rayside-Balfour
-81.1958,46.5774,Ontario,Rayside-Balfour
-80.6242,46.1899,Ontario,Greater Sudbury
-80.8577,46.0824,Ontario,Greater Sudbury
-80.7126,46.6312,Ontario,Greater Sudbury
-80.7785,46.4963,Ontario,Greater Sudbury
-80.9483,46.0825,Ontario,Greater Sudbury
-80.7778,46.6673,Ontario,Greater Sudbury
